SALE TYPE,SOLD DATE,ADDRESS,CITY,STATE,ZIP CODE,PRICE,BEDS,BATHS,SQUARE FEET,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,STATUS,MLS#
MLS Listing,,20 Island Ave #211,Miami Beach,FL,33139,420000,1,1.5,897,1962,2,468,Active,A10616146
PAST SALE,2018,2655 Collins Ave #2510,Miami Beach,FL,33140,420000,1,1.5,1190,1975,207,353,Sold,A10462578
MLS Listing,,2525 SW 3 Ave #711,Miami,FL,33129,420000,2,2,1091,2007,4,385,Active,A10614406
PAST SALE,2018,255 Galen Dr Unit 2I,Key Biscayne,FL,33149,420000,2,2,1036,1979,403,405,Sold,A10297727
PAST SALE,2016,275 NE 18 St #1607,Miami,FL,33132,420000,3,2,1318,2005,1001,319,Sold,A2180128
MLS Listing,,101 Ocean Lane Dr #2016,Key Biscayne,FL,33149,425000,1,1,972,1982,181,437,Active,A10521376
MLS Listing,,121 NE 34 #2810,Miami,FL,33140,425000,1,1,760,2018,15,559,Active,A10608340
MLS Listing,,2001 Meridian Ave #328,Miami Beach,FL,33139,425000,1,1.5,966,2005,11,440,Active,A10610892
MLS Listing,,4812 Pine Tree Dr #303,Miami Beach,FL,33140,425000,1,1,603,1932,12,705,Active,A10610315
PAST SALE,2017,1925 Brickell Ave Unit D-1212,Miami,FL,33129,425000,2,2,1424,1980,738,298,Sold,A10105761
PAST SALE,2018,798 Crandon Blvd Unit 26C,Key Biscayne,FL,33149,425000,2,1.5,875,1951,380,486,Sold,A10352127
PAST SALE,2016,50 Biscayne Blvd #4501,Miami,FL,33132,425000,2,2,1256,2007,1037,338,Sold,A10003397
PAST SALE,2016,50 Biscayne Blvd #4801,Miami,FL,33132,425000,2,2,1256,2007,781,338,Sold,A10079627
MLS Listing,,5005 Collins Ave #1525,Miami Beach,FL,33140,425000,2,1,964,1964,5,441,Active,A10614484
PAST SALE,2017,1621 Bay Rd #903,Miami Beach,FL,33139,425000,2,2,930,1997,636,457,Sold,A10202399
PAST SALE,2016,55 Ocean Lane Dr #3027,Key Biscayne,FL,33149,427500,1,1.5,972,1982,895,440,Sold,A10062364
PAST SALE,2017,155 Ocean Lane Dr #506,Key Biscayne,FL,33149,428000,1,1.5,895,1973,433,478,Sold,A10162796
MLS Listing,,1100 West Ave #622,Miami Beach,FL,33139,429000,0,1,493,2008,1,870,Active,A10617171
MLS Listing,,3301 NE 1st Ave Unit H2307,Miami,FL,33137,429000,2,2,1181,2008,12,363,Active,A10609307
MLS Listing,,5600 Collins Ave Unit 7M,Miami Beach,FL,33140,429000,2,2,1190,1967,7,361,Active,A10612868
MLS Listing,,4301 Collins Ave #206,Miami Beach,FL,33140,429000,2,2,949,1981,11,452,Active,A10610607
MLS Listing,,1712 SW 2nd Ave #304,Miami,FL,33129,430000,2,2,1156,2008,132,372,Active,A10547769
PAST SALE,2017,2475 Brickell Ave #1404,Miami,FL,33129,430000,2,2,1140,2001,522,377,Sold,A10265464
PAST SALE,2018,150 Ocean Lane Dr Unit 3G,Key Biscayne,FL,33149,430000,2,2,1335,1970,302,322,Sold,A10344841
PAST SALE,2017,150 Ocean Lane Dr Unit 2C,Key Biscayne,FL,33149,430000,2,2,1335,1970,561,322,Sold,A10197225
MLS Listing,,601 NE 36 St #2804,Miami,FL,33137,430000,2,2.5,1158,2006,6,371,Active,A10613738
PAST SALE,2018,1300 Ponce De Leon Blvd #504,Coral Gables,FL,33134,430000,2,2.5,1153,2009,272,373,Sold,A10451676
MLS Listing,,5225 Collins Ave #411,Miami Beach,FL,33140,430000,2,2,960,1962,4,448,Active,A10615565
PAST SALE,2018,832 Granada Groves Ct,Coral Gables,FL,33134,430000,3,1,1249,1940,319,344,Sold,A10399283
MLS Listing,,325 S Biscayne Blvd #1515,Miami,FL,33131,430480,2,2,1145,2005,1,376,Active,A10616552
PAST SALE,2017,2555 Collins Ave #2010,Miami Beach,FL,33140,432000,1,2,848,1982,424,509,Sold,A10247904
PAST SALE,2017,1800 Sunset Harbour Dr #1905,Miami Beach,FL,33139,435000,1,1.5,820,1998,470,530,Sold,A10339500
MLS Listing,,2021 SW 3rd Ave Ph -1,Miami,FL,33129,435000,2,2,1370,2006,109,318,Active,A10560428
MLS Listing,,1723 SW 2nd Ave #1101,Miami,FL,33129,435000,2,2,832,2007,602,523,Active,A10296415
PAST SALE,2017,1901 Brickell Ave Unit B1212,Miami,FL,33129,435000,2,2,1362,1975,675,319,Sold,A10170132
MLS Listing,,3470 E Coast Ave Unit H2710,Miami,FL,33137,435000,2,2.5,1088,2007,8,400,Active,A10611825
MLS Listing,,1150 Collins Ave #502,Miami Beach,FL,33139,435000,2,2,888,1981,4,490,Active,A10614008
PAST SALE,2017,390 NE 88th St,El Portal,FL,33138,435000,3,2,1250,1950,579,348,Sold,A10268347
PAST SALE,2016,7929 West Dr #903,North Bay Village,FL,33141,435000,3,2.5,1771,2005,935,246,Sold,A10021052
PAST SALE,2018,150 Ocean Lane Dr Unit 3A,Key Biscayne,FL,33149,438200,2,2,1370,1970,323,320,Sold,A10398548
MLS Listing,,,Miami,FL,33133,439000,2,2,1060,1973,7,414,Active,A10613543
MLS Listing,,118 Zamora Ave #408,Coral Gables,FL,33134,439000,2,2,1401,2007,13,313,Active,A10609354
MLS Listing,,5225 Collins Ave #611,Miami Beach,FL,33140,439000,2,2,960,1962,5,457,Active,A10614495
MLS Listing,,475 Brickell Ave #4114,Miami,FL,33131,439900,1,1,798,2008,9,551,Active,A10611736
MLS Listing,,6423 Collins Ave #1502,Miami Beach,FL,33141,439900,1,2,1412,1976,11,312,Active,A10605775
MLS Listing,,2501 Brickell Ave #708,Miami,FL,33129,440000,1,2.5,800,1981,356,550,Active,A10422376
PAST SALE,2018,1121 Crandon Blvd Unit F605,Key Biscayne,FL,33149,440000,1,1.5,1114,1971,340,395,Sold,A10417605
MLS Listing,,1600 SW 1 Ave #706,Miami,FL,33129,440000,2,2,1028,2016,63,428,Active,A10583669
MLS Listing,,1600 SW 1st Ave #904,Miami,FL,33129,440000,2,2,1009,2016,353,436,Active,A10424487
PAST SALE,2017,1865 Brickell Ave Unit A1013,Miami,FL,33129,440000,2,2,1467,1975,651,300,Sold,A10231815
MLS Listing,,110 Salamanca Ave,Coral Gables,FL,33134,440000,2,2.5,2000,1972,20,220,Active,A10605443
PAST SALE,2016,910 Columbus Blvd,Coral Gables,FL,33134,440000,2,2,1624,1925,1061,271,Sold,A2149921
PAST SALE,2017,1717 N Bayshore Dr Unit A-2045,Miami,FL,33132,440000,3,2,1479,1986,571,297,Sold,A10226069
PAST SALE,2018,2900 NE 7 Ave #1708,Miami,FL,33137,442000,1,2,885,2017,224,499,Sold,A10315966
MLS Listing,,1600 NE 1st Ave #3418,Miami,FL,33132,443000,1,1,800,2019,12,554,Active,A10609815
PAST SALE,2016,3300 SW 1st Ave,Miami,FL,33145,443325,4,2,1598,1950,871,277,Sold,A10036107
MLS Listing,,301 Sunrise Dr Unit 4AW,Key Biscayne,FL,33149,445000,2,2,1140,1967,33,390,Active,A10597368
MLS Listing,,77 Crandon Blvd Unit 5C,Key Biscayne,FL,33149,445000,2,2,1105,1974,167,403,Active,A10529213
MLS Listing,,3470 E Coast Ave Unit H0911,Miami,FL,33137,445000,2,2.5,1081,2007,7,412,Active,A10612180
MLS Listing,,7272 Gary Ave,Miami Beach,FL,33141,445000,3,2.5,1632,1956,1,273,Active,A10617314
MLS Listing,,6365 Collins Ave #2610,Miami Beach,FL,33141,448000,1,1,683,2004,1,656,Active,A10612865
MLS Listing,,4925 Collins Ave Unit 5C,Miami Beach,FL,33140,449000,0,1,670,1959,4,670,Active,A10614858
MLS Listing,,1925 Brickell Ave Unit D-410,Miami,FL,33129,449000,2,2,1316,1980,55,341,Active,A10588003
MLS Listing,,2475 Brickell Ave #906,Miami,FL,33129,449000,2,2,1120,2001,62,401,Active,A10582855
MLS Listing,,201 Galen Dr #101,Key Biscayne,FL,33149,449000,2,2,1109,1968,141,405,Active,A10543071
MLS Listing,,1881 Washington Ave Unit 6B,Miami Beach,FL,33139,449000,2,2,940,1966,4,478,Active,A10615509
MLS Listing,,1614 Euclid Ave #31,Miami Beach,FL,33139,449000,2,1.5,840,1995,11,535,Active,A10609979
MLS Listing,,2030 S Douglas Rd #723,Coral Gables,FL,33134,449900,2,2,1337,2005,20,336,Active,A10605556
MLS Listing,,2451 Brickell Ave Unit 7B,Miami,FL,33129,449999,2,2,1188,1963,175,379,Active,A10524412
MLS Listing,,100 Lincoln Rd #1124,Miami Beach,FL,33139,450000,0,1,560,1965,11,804,Active,A10610260
PAST SALE,2016,1111 Crandon Blvd Unit C504,Key Biscayne,FL,33149,450000,1,1.5,1114,1972,1000,404,Sold,A10065002
MLS Listing,,900 Biscayne Blvd #2703,Miami,FL,33132,450000,1,1.5,912,2008,14,493,Active,A10606732
MLS Listing,,20 Island Ave #703,Miami Beach,FL,33139,450000,1,1.5,897,1962,4,502,Active,A10613953
MLS Listing,,495 Brickell Ave #4409,Miami,FL,33131,450000,1,1,1035,2009,5,435,Active,A10613942
MLS Listing,,218 SE 14th St #1907,Miami,FL,33131,450000,1,1,811,2006,6,555,Active,A10614104
PAST SALE,2018,2625 Collins Ave #1209,Miami Beach,FL,33140,450000,1,1.5,1075,1980,361,419,Sold,A10368732
PAST SALE,2017,1600 SW 1st Ave #814,Miami,FL,33129,450000,2,2,1126,2016,441,400,Sold,A10304629
PAST SALE,2018,2333 Brickell Ave #1216,Miami,FL,33129,450000,2,2,1460,1974,280,308,Sold,A10319670
PAST SALE,2016,2451 Brickell Ave Unit 14E,Miami,FL,33129,450000,2,2,1188,1963,864,379,Sold,A10089515
MLS Listing,,251 Galen Dr Unit 306E,Key Biscayne,FL,33149,450000,2,2,1187,1968,158,379,Active,A10534310
MLS Listing,,253 NE 2nd St #4204,Miami,FL,33132,450000,2,2,1293,2008,5,348,Active,A10614821
MLS Listing,,810 NE 70th St,Miami,FL,33138,450000,2,2,1418,1950,14,317,Active,A10608976
PAST SALE,2016,7934 West Dr #903,North Bay Village,FL,33141,450000,2,2,1848,2006,1076,244,Sold,A10042752
PAST SALE,2018,455 Grand Bay Dr #718,Key Biscayne,FL,33149,450000,0,1,378,2001,189,1190,Sold,A10503144
PAST SALE,2018,80 NE 50th St,Miami,FL,33137,452000,4,2,2287,1953,386,198,Sold,A10387834
PAST SALE,2018,250 Galen Dr #34,Key Biscayne,FL,33149,453500,2,2,1170,1973,97,388,Sold,A10538244
MLS Listing,,6365 Collins Ave #2305,Miami Beach,FL,33141,454990,1,1,683,2004,4,666,Active,A10615025
PAST SALE,2018,10 Venetian Way #406,Miami Beach,FL,33139,455000,1,1.5,850,2001,153,535,Sold,A10330279
MLS Listing,,2025 Brickell Ave #502,Miami,FL,33129,455000,2,2,1304,1982,6,349,Active,A10612491
PAST SALE,2016,290 Sunrise Dr Unit 2-A,Key Biscayne,FL,33149,455000,2,2,1170,1964,985,389,Sold,A10070212
PAST SALE,2018,455 Grand Bay Dr #722,Key Biscayne,FL,33149,455000,0,1,376,2001,305,1210,Sold,A10224596
MLS Listing,,2451 Brickell Ave Ph -L,Miami,FL,33129,458000,2,2,1188,1963,105,386,Active,A10561099
MLS Listing,,155 Ocean Lane Dr #203,Key Biscayne,FL,33149,458500,1,1.5,895,1973,249,512,Active,A10482688
MLS Listing,,2333 Brickell Ave #312,Miami,FL,33129,459000,2,2,1760,1974,13,261,Active,A10608373
MLS Listing,,1750 N Bayshore Dr #2901,Miami,FL,33132,459000,2,2,1048,2007,7,438,Active,A10613111
MLS Listing,,2525 SW 3rd Ave #708,Miami,FL,33129,459900,2,2,1059,2007,93,434,Active,A10569690
MLS Listing,,2333 Brickell Ave #417,Miami,FL,33129,459900,2,2,1460,1974,125,315,Active,A10551327
MLS Listing,,1121 Crandon Blvd Unit F604,Key Biscayne,FL,33149,460000,1,1.5,1114,1971,27,413,Active,A10600608
PAST SALE,2018,2625 Collins Ave #1501,Miami Beach,FL,33140,460000,1,2,1075,1980,182,428,Sold,A10335807
MLS Listing,,1865 Brickell Ave Unit A1911,Miami,FL,33129,460000,2,2,1362,1975,9,338,Active,A10611481
MLS Listing,,2475 Brickell Ave #1804,Miami,FL,33129,460000,2,2,1140,2001,74,404,Active,A10578573
PAST SALE,2018,255 Galen Dr Unit 2B,Key Biscayne,FL,33149,460000,2,2,1036,1979,251,444,Sold,A10334372
MLS Listing,,1900 N Bayshore Dr #3614,Miami,FL,33132,460000,2,2.5,1084,2007,18,424,Active,A10606660
PAST SALE,2018,2625 Collins Ave #207,Miami Beach,FL,33140,460000,2,2,1084,1980,309,424,Sold,A10298217
MLS Listing,,8750 NE 4th Ave,El Portal,FL,33138,460000,3,2,1780,1956,1,258,Active,A10616764
PAST SALE,2016,444 NE 30 St #808,Miami,FL,33137,460000,3,2,1356,2005,972,339,Sold,A2107389
PAST SALE,2017,455 Grand Bay Dr #1219,Key Biscayne,FL,33149,460000,0,1,376,2001,424,1223,Sold,A10354790
MLS Listing,,1600 NE 1st Ave #2114,Miami,FL,33132,460800,1,1.5,910,2019,12,506,Active,A10609812
PAST SALE,2018,7930 East Dr #908,North Bay Village,FL,33141,462000,3,3.5,1358,2009,197,340,Sold,A10115867
MLS Listing,,1600 SW 1st Ave #705,Miami,FL,33129,464500,1,1,800,2016,345,581,Active,A10422668
MLS Listing,,201 SW 17th Rd #806,Miami,FL,33129,465000,1,1,682,2016,57,682,Active,A10586929
PAST SALE,2017,155 Ocean Lane Dr #302,Key Biscayne,FL,33149,465000,1,2,895,1973,607,520,Sold,A10185416
MLS Listing,,485 Brickell Ave #3101,Miami,FL,33131,465000,1,1,898,2009,7,518,Active,A10613323
PAST SALE,2017,2625 Collins Ave #1704,Miami Beach,FL,33140,465000,1,1.5,1075,1980,533,433,Sold,A10284646
PAST SALE,2016,2525 SW 3 Ave #1209,Miami,FL,33129,465000,2,2,1041,2007,1036,447,Sold,A10053322
PAST SALE,2016,2333 Brickell Ave #1211,Miami,FL,33129,465000,2,2,1460,1974,1057,318,Sold,A10022055
PAST SALE,2017,255 Galen Dr Unit 4B,Key Biscayne,FL,33149,465000,2,2,1036,1979,697,449,Sold,A10168258
MLS Listing,,1000 Quayside Ter #602,Miami,FL,33138,465000,2,2,1544,1981,14,301,Active,A10609269
PAST SALE,2016,50 Biscayne Blvd #5201,Miami,FL,33132,465000,2,2,1256,2007,987,370,Sold,A10040599
MLS Listing,,1500 Bay Rd Unit 128S,Miami Beach,FL,33139,465000,2,2,1058,1960,4,440,Active,A10615163
PAST SALE,2016,3200 Collins Ave Unit 7-6,Miami Beach,FL,33140,465000,2,2,1085,1982,865,429,Sold,A10110113
MLS Listing,,10 Aragon Ave #1217,Coral Gables,FL,33134,466000,2,2,1179,2004,12,395,Active,A10610373
PAST SALE,2018,1925 Brickell Ave Unit D-912,Miami,FL,33129,467500,2,2,1424,1980,97,328,Sold,A10466046
MLS Listing,,2475 Brickell Ave #1602,Miami,FL,33129,469000,2,2,1280,2001,3,366,Active,A10615408
PAST SALE,2018,2525 SW 3 Ave #1211,Miami,FL,33129,469900,2,2,1091,2007,301,431,Sold,A10375016
MLS Listing,,4050 SW 5th Ter,Miami,FL,33134,469900,3,2,1583,1955,1,297,Active,A10609928
MLS Listing,,1800 N Bayshore Dr #307,Miami,FL,33132,470000,1,2,1389,2007,14,338,Active,A10609007
MLS Listing,,1600 SW 1st Ave #615,Miami,FL,33129,470000,2,2,997,2016,90,471,Active,A10568642
PAST SALE,2017,2101 Brickell Ave #3207,Miami,FL,33129,470000,2,2,1188,2004,621,396,Sold,A10193222
PAST SALE,2017,1925 Brickell Ave Unit 1001-D,Miami,FL,33129,470000,2,2,1567,1980,,300,Sold,F10025485
PAST SALE,2018,2451 Brickell Ave Unit 7H,Miami,FL,33129,470000,2,2,1188,1963,104,396,Sold,A10497282
PAST SALE,2016,2101 Brickell Ave #1912,Miami,FL,33131,470000,2,2,1367,2004,985,344,Sold,A10037314
PAST SALE,2016,600 NE 36 St Ph -6,Miami,FL,33137,470000,2,2.5,1650,1973,945,285,Sold,A10017313
MLS Listing,,5600 Collins Ave Unit 14N,Miami Beach,FL,33140,472000,2,2,1190,1967,1,397,Active,A10617613
MLS Listing,,41 SE 5th St #1610,Miami,FL,33131,472000,2,2,1441,2006,1,328,Active,A10616435
PAST SALE,2016,2525 SW 3 Ave #1411,Miami,FL,33129,474900,2,2,1091,2007,990,435,Sold,A10053325
PAST SALE,2016,2025 Brickell Ave #2005,Miami,FL,33129,475000,2,2,1304,1982,818,364,Sold,A10039863
PAST SALE,2017,100 Ocean Lane Dr #404,Key Biscayne,FL,33149,475000,2,2,1242,1973,644,382,Sold,A10224070
MLS Listing,,460 NE 28th St #407,Miami,FL,33137,475000,2,2,1180,2015,11,403,Active,A10611018
PAST SALE,2016,774 NE 74th St,Miami,FL,33138,475000,2,1,1312,1939,930,362,Sold,A10107525
PAST SALE,2018,1760 Biarritz Dr,Miami Beach,FL,33141,475000,2,1,1434,1939,253,331,Sold,A10435942
PAST SALE,2017,201 SW 17 Rd #707,Miami,FL,33129,477425,2,2,1009,2016,447,473,Sold,A10288875
PAST SALE,2016,2475 Brickell Ave #2110,Miami,FL,33129,478000,2,2,1170,2001,921,409,Sold,A10094453
MLS Listing,,5600 Collins Ave Unit 16P,Miami Beach,FL,33140,479000,2,2,1190,1967,8,403,Active,A10612567
MLS Listing,,460 NE 28 St #2402,Miami,FL,33137,480000,1,1.5,964,2015,6,498,Active,A10612413
MLS Listing,,488 NE 18th St #2503,Miami,FL,33132,480000,1,1.5,813,2018,15,590,Active,A10605385
PAST SALE,2017,2555 Collins Ave #1207,Miami Beach,FL,33140,480000,1,1.5,861,1982,749,557,Sold,A10184624
PAST SALE,2016,1717 N Bayshore Dr Unit A-1940,Miami,FL,33132,480000,2,2,1390,1986,811,345,Sold,A10079959
PAST SALE,2017,7934 West Dr #1202,North Bay Village,FL,33141,480000,2,2,1815,2006,525,264,Sold,A10223213
PAST SALE,2017,7928 East Dr #1802,North Bay Village,FL,33141,480000,2,2.5,1608,2009,420,299,Sold,A10294932
PAST SALE,2016,1621 Bay Rd #907,Miami Beach,FL,33139,480000,2,2,940,1997,1000,511,Sold,A2168867
MLS Listing,,455 Grand Bay Dr #214,Key Biscayne,FL,33149,485000,0,1,354,2001,7,1370,Active,A10613053
MLS Listing,,1600 NE 1st Ave #1814,Miami,FL,33132,485000,1,1.5,910,2018,9,533,Active,A10611813
MLS Listing,,200 Biscayne Boulevard Way #3609,Miami,FL,33131,485000,1,1.5,799,2008,1,607,Active,A10617676
MLS Listing,,2451 Brickell Ave Unit 18 A,Miami,FL,33129,485000,2,2,1305,1963,5,372,Active,A10613255
MLS Listing,,1915 Brickell Ave Unit C501,Miami,FL,33129,485000,2,2,1567,1980,18,310,Active,A10605996
MLS Listing,,114 NE 107th St,Miami Shores,FL,33161,485000,2,1,1382,1940,11,351,Active,A10610687
MLS Listing,,2275 Biscayne Blvd Ph 109,Miami,FL,33137,485000,2,2,1975,2005,14,246,Active,A10608971
MLS Listing,,3250 NE 1 Ave #542,Miami,FL,33137,485000,2,2.5,1421,2007,15,341,Active,A10607805
PAST SALE,2017,1607 Ponce De Leon Blvd Unit 6E,Coral Gables,FL,33134,485000,2,2,1181,2008,474,411,Sold,A10279235
MLS Listing,,101 Ocean Lane Dr #309,Key Biscayne,FL,33149,487000,2,2,1450,1982,4,336,Active,A10615486
MLS Listing,,2475 Brickell Ave Ph 07,Miami,FL,33129,489000,2,2,1190,2001,62,411,Active,A10584646
MLS Listing,,5600 Collins Ave Unit 17G,Miami Beach,FL,33140,489000,2,2,1270,1967,8,385,Active,A10612239
MLS Listing,,2525 SW 3rd Ave #710,Miami,FL,33129,489995,2,2,1061,2007,109,462,Active,A10526320
MLS Listing,,110 Washington Ave #1722,Miami Beach,FL,33139,490000,1,1,686,2004,1,714,Active,A10616312
PAST SALE,2018,110 Washington Ave #1306,Miami Beach,FL,33139,490000,1,1,686,2004,363,714,Sold,A10355464
PAST SALE,2016,250 Galen Dr #51,Key Biscayne,FL,33149,490000,2,2,1170,1973,1005,419,Sold,A10021567
PAST SALE,2018,460 NE 28th St #2103,Miami,FL,33137,490000,2,2,1193,2015,104,411,Sold,A10455024
MLS Listing,,7928 East Dr #702,North Bay Village,FL,33141,490000,2,2.5,1113,2009,12,440,Active,A10605359
MLS Listing,,5838 Collins Ave Unit 10A,Miami Beach,FL,33140,494000,2,2,1208,1970,7,409,Active,A10611793
MLS Listing,,2025 Brickell Ave #1802,Miami,FL,33129,495000,2,2,1304,1982,69,380,Active,A10569450
PAST SALE,2017,2333 Brickell Ave #211,Miami,FL,33129,495000,2,2,1860,1974,438,266,Sold,A10308453
PAST SALE,2017,1541 Brickell Ave Unit B804,Miami,FL,33129,495000,2,2,1640,1981,598,302,Sold,A2188958
MLS Listing,,888 Biscayne Blvd #1805,Miami,FL,33132,495000,2,2,1322,2008,1,374,Active,A10617488
MLS Listing,,460 NE 28th St #406,Miami,FL,33137,495000,2,2,1073,2015,9,461,Active,A10606362
PAST SALE,2017,460 NE 28th St #2407,Miami,FL,33137,495000,2,2,1180,2015,447,419,Sold,A10131594
MLS Listing,,500 Brickell Ave #4105,Miami,FL,33131,495000,2,2,1124,2008,8,440,Active,A10609831
MLS Listing,,150 Ocean Lane Dr Unit 3D,Key Biscayne,FL,33149,498888,2,2,1335,1970,111,374,Active,F10146871
MLS Listing,,101 Crandon Blvd #264,Key Biscayne,FL,33149,499000,1,1.5,1340,1981,277,372,Active,A10467838
MLS Listing,,2333 Brickell Ave #217,Miami,FL,33129,499000,2,2,1460,1974,26,342,Active,A10594142
MLS Listing,,2451 Brickell Ave Unit 9E,Miami,FL,33129,499000,2,2,1200,1963,126,416,Active,A10547022
MLS Listing,,201 SW 17 Rd #409,Miami,FL,33129,499000,2,2,1153,2016,168,433,Active,A10526797
MLS Listing,,255 Galen Dr Unit 4H,Key Biscayne,FL,33149,499000,2,2,1058,1979,74,472,Active,A10579180
MLS Listing,,550 Ocean Dr Unit 2G,Key Biscayne,FL,33149,499000,2,2,1325,1969,119,377,Active,A10555034
MLS Listing,,,Key Biscayne,FL,33149,499000,2,2,1450,1982,124,344,Active,A10552879
MLS Listing,,253 2nd St #2303,Miami,FL,33132,499000,2,2,1058,2008,6,,Active,A10611221
MLS Listing,,1600 NE 1st Ave #1007,Miami,FL,33132,499000,2,2,940,2018,13,531,Active,A10609783
MLS Listing,,480 NE 30 St #401,Miami,FL,33137,499000,3,3,1700,2006,19,294,Active,RX-10498687
MLS Listing,,990 SW 11th St,Miami,FL,33129,499900,2,1,938,1940,26,533,Active,A10601424
MLS Listing,,1915 Brickell Ave Unit C510,Miami,FL,33129,499999,2,2,1316,1980,11,380,Active,A10609764
MLS Listing,,1925 Brickell Ave #1410,Miami,FL,33129,499999,2,2,1316,1980,27,380,Active,A10600562
MLS Listing,,2451 Brickell Ave Unit 17H,Miami,FL,33129,499999,2,2,1188,1963,39,421,Active,A10592972
MLS Listing,,7744 Collins Ave #3,Miami Beach,FL,33141,499999,2,2,1103,2005,10,453,Active,A10611552
PAST SALE,2016,2625 Collins Ave #1504,Miami Beach,FL,33140,500000,1,1.5,1075,1980,904,465,Sold,A10072967
MLS Listing,,1865 Brickell Ave Unit A1001,Miami,FL,33129,500000,2,2,1661,1975,95,301,Active,A10568430
PAST SALE,2018,175 SW 25th Rd,Miami,FL,33129,500000,2,1,1382,1940,256,362,Sold,A10459645
PAST SALE,2018,420 SW 18th Rd,Miami,FL,33129,500000,2,2,2134,1950,224,234,Sold,A10451673
PAST SALE,2017,2333 Brickell Ave #1016,Miami,FL,33129,500000,2,2,1460,1974,462,342,Sold,A10300623
PAST SALE,2016,1627 Brickell Ave #2506,Miami,FL,33129,500000,2,2.5,1316,1983,810,380,Sold,A10126253
PAST SALE,2017,101 Ocean Lane Dr #409,Key Biscayne,FL,33149,500000,2,2,1450,1982,543,345,Sold,A10268604
MLS Listing,,520 Brickell Key Dr Unit A1113,Miami,FL,33131,500000,2,2,1555,1982,11,322,Active,A10609795
PAST SALE,2018,4301 Collins Ave #1006,Miami Beach,FL,33140,500000,2,2,774,1981,278,646,Sold,A10366785
PAST SALE,2016,360 SW 20 Rd,Miami,FL,33129,500000,3,2,1592,1926,1032,314,Sold,A2212055
MLS Listing,,639 NE 62nd St,Miami,FL,33138,500000,3,1.5,850,1958,1,588,Active,A10616255
PAST SALE,2016,424 Mendoza Ave,Coral Gables,FL,33134,500000,3,2,1540,1930,977,325,Sold,A10004543
PAST SALE,2018,47 SW 21st Rd,Miami,FL,33129,502000,3,2,2220,1979,194,226,Sold,A10438111
MLS Listing,,335 S Biscayne Blvd #3805,Miami,FL,33131,503000,2,2,1227,2005,131,410,Active,A10548877
PAST SALE,2016,201 Crandon Blvd #420,Key Biscayne,FL,33149,505000,1,1.5,1009,1978,820,500,Sold,A2099263
PAST SALE,2018,2301 Collins Ave #1534,Miami Beach,FL,33139,505000,1,1,880,1926,320,574,Sold,A10300110
MLS Listing,,2025 Brickell Ave Ph 5,Miami,FL,33129,505000,2,2,1304,1982,250,387,Active,A10481934
PAST SALE,2017,2625 Collins Ave #1503,Miami Beach,FL,33140,506500,1,1.5,1075,1980,753,471,Sold,A10160171
MLS Listing,,918 Monterey St,Coral Gables,FL,33134,507000,2,1,962,1938,1,527,Active,A10616261
PAST SALE,2018,170 Ocean Lane Dr #510,Key Biscayne,FL,33149,509250,2,2,1335,1981,216,381,Sold,A10408093
MLS Listing,,801 S Miami Ave #304,Miami,FL,33131,510000,0,1,553,2018,6,922,Active,A10613971
PAST SALE,2017,210 Seaview Dr #403,Key Biscayne,FL,33149,510000,2,2,1330,1972,665,383,Sold,A10179592
MLS Listing,,888 Biscayne Blvd #5004,Miami,FL,33132,510000,2,2,1208,2008,19,422,Active,A10606139
PAST SALE,2016,7928 East Dr #103,North Bay Village,FL,33141,510000,2,2.5,1658,2009,,308,Sold,F1372684
MLS Listing,,600 NE 27th St #1004,Miami,FL,33137,510000,3,3,1432,2015,7,356,Active,A10612929
PAST SALE,2018,,Miami,FL,33137,510000,3,2,1438,2015,365,355,Sold,A10332933
MLS Listing,,7929 West Dr #403,North Bay Village,FL,33141,510000,3,2.5,1771,2005,8,288,Active,A10611999
