SALE TYPE,SOLD DATE,ADDRESS,CITY,STATE,ZIP CODE,PRICE,BEDS,BATHS,SQUARE FEET,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,STATUS,MLS#
MLS Listing,,155 Ocean Lane Dr #500,Key Biscayne,FL,33149,1195000,3,2.5,1930,1973,25,619,Active,A10603172
MLS Listing,,2020 N Bayshore Dr #1210,Miami,FL,33137,1195000,3,3,1679,2010,6,712,Active,A10612834
MLS Listing,,3011 S Miami Ave,Miami,FL,33129,1195000,4,3,1843,1951,19,648,Active,A10604852
MLS Listing,,623 NE 72nd St,Miami,FL,33138,1195000,5,3,2252,1924,18,531,Active,A10606156
MLS Listing,,1925 Brickell Ave Unit DPH10,Miami,FL,33129,1198000,3,3,2080,1980,108,576,Active,A10561525
MLS Listing,,,Key Biscayne,FL,33149,1199000,3,3,1935,1983,239,620,Active,A10488422
MLS Listing,,607 Ocean Dr Unit 2K,Key Biscayne,FL,33149,1200000,2,2,1765,1969,29,680,Active,A10600017
MLS Listing,,201 Crandon Blvd #739,Key Biscayne,FL,33149,1200000,2,2,1541,1978,96,779,Active,A10568451
PAST SALE,2018,251 Crandon Blvd #1204,Key Biscayne,FL,33149,1200000,2,3,1830,1979,196,656,Sold,A10268211
MLS Listing,,1010 Brickell Ave #3203,Miami,FL,33131,1200000,2,3,1283,2017,1,935,Active,A10616591
PAST SALE,2018,1111 Crandon Blvd Unit C706,Key Biscayne,FL,33149,1200000,3,2,1782,1972,147,673,Sold,A10510469
MLS Listing,,9 Island Ave #1814,Miami Beach,FL,33139,1200000,3,3,2388,1981,4,503,Active,A10614819
PAST SALE,2017,3801 Collins Ave #802,Miami Beach,FL,33140,1200000,3,3,1507,2006,683,796,Sold,A10157224
PAST SALE,2017,600 NE 27 St Ph -2,Miami,FL,33137,1200000,4,4.5,2766,2015,708,434,Sold,A10034922
PAST SALE,2017,1121 Crandon Blvd Unit D902,Key Biscayne,FL,33149,1215000,2,2,1782,1971,708,682,Sold,A10183007
MLS Listing,,2575 S Bayshore Dr Unit 15A,Coconut Grove,FL,33133,1218375,2,2,1805,1982,17,675,Active,A10606946
PAST SALE,2016,600 Grapetree Dr Unit 5DN,Key Biscayne,FL,33149,1220000,3,2,1889,1974,1009,646,Sold,A10041333
MLS Listing,,2669 S Bayshore Dr Unit 704N,Miami,FL,33133,1225000,2,2.5,1338,2016,11,916,Active,A10611108
PAST SALE,2018,759 Fernwood Rd,Key Biscayne,FL,33149,1225000,3,2,1249,1954,279,981,Sold,A10424516
PAST SALE,2017,151 Crandon Blvd #1236,Key Biscayne,FL,33149,1235000,2,2,1684,1980,746,733,Sold,A10185404
MLS Listing,,121 E Enid Dr #12,Key Biscayne,FL,33149,1239000,3,2.5,1964,1980,130,631,Active,A10549637
PAST SALE,2016,251 Crandon Blvd #830,Key Biscayne,FL,33149,1240000,3,3,2014,1979,956,616,Sold,A2038620
MLS Listing,,737 Crandon Blvd Ph -1,Key Biscayne,FL,33149,1249000,2,2.5,2060,1996,200,606,Active,A10510739
MLS Listing,,201 Crandon Blvd #131,Key Biscayne,FL,33149,1250000,2,3,2133,1978,33,586,Active,A10597073
MLS Listing,,201 Crandon Blvd #124,Key Biscayne,FL,33149,1250000,2,2.5,1809,1978,62,691,Active,A10585022
MLS Listing,,,Key Biscayne,FL,33149,1250000,2,2,1330,1999,182,940,Active,A10519619
PAST SALE,2018,2333 Brickell Ave Ph 202,Miami,FL,33129,1250000,3,3.5,3100,1974,381,403,Sold,A10370205
MLS Listing,,97 N Shore Dr,Miami Beach,FL,33141,1250000,3,3.5,2508,2015,172,498,Active,A10526673
MLS Listing,,135 SW 22nd Rd,Miami,FL,33129,1250000,4,3,2509,1947,2,498,Active,A10615826
PAST SALE,2018,300 Fernwood Rd,Key Biscayne,FL,33149,1250000,4,3,1651,1953,253,757,Sold,A10442713
MLS Listing,,501 NE 31 #4102,Miami,FL,33137,1250900,4,4.5,2551,2018,4,,Active,A10615518
MLS Listing,,,Key Biscayne,FL,33149,1260000,3,3,1830,1998,5,689,Active,A10614548
PAST SALE,2017,145 E Enid Dr #24,Key Biscayne,FL,33149,1260000,3,2.5,1964,1980,595,642,Sold,A10113342
PAST SALE,2016,,Miami,FL,33129,1275000,2,3,2721,1975,986,469,Sold,A2179992
MLS Listing,,,Key Biscayne,FL,33149,1275000,2,2,1496,1969,313,852,Active,A10445855
MLS Listing,,2831 S Bayshore Dr #2108,Coconut Grove,FL,33133,1275000,2,2,1205,2018,4,1058,Active,A10615240
PAST SALE,2018,2575 Pine Tree Dr,Miami Beach,FL,33140,1275000,3,3.5,2761,1950,207,462,Sold,A10266529
MLS Listing,,118 W 4th Ct,Miami Beach,FL,33139,1278000,3,2,1676,1955,7,763,Active,A10613060
MLS Listing,,3801 Collins Ave #703,Miami Beach,FL,33140,1279000,2,2,1280,2006,7,999,Active,A10612876
MLS Listing,,253 NE 2nd St Unit 3402/03,Miami,FL,33132,1279000,4,4,2566,2008,20,498,Active,A10605007
MLS Listing,,482 Ridgewood Rd,Key Biscayne,FL,33149,1279900,3,2,1562,1951,194,819,Active,A10514735
MLS Listing,,101 Crandon Blvd #180,Key Biscayne,FL,33149,1280000,3,3,2374,1981,113,539,Active,A10558819
MLS Listing,,951 Brickell Ave #4205,Miami,FL,33131,1287000,3,3.5,1974,2008,7,652,Active,A10612536
MLS Listing,,881 Ocean Dr Unit 7F,Key Biscayne,FL,33149,1290000,2,2,1875,1971,18,688,Active,A10604648
MLS Listing,,881 Ocean Dr Unit 23D,Key Biscayne,FL,33149,1290000,2,2,1875,1971,24,688,Active,A10601784
MLS Listing,,35 SW 21st Rd,Miami,FL,33129,1290000,4,4.5,2969,1935,133,434,Active,A10545347
PAST SALE,2018,1581 Brickell Ave Unit TH2,Miami,FL,33129,1290000,4,3,2626,1982,255,491,Sold,A10400719
MLS Listing,,1121 Crandon Blvd Unit D601,Key Biscayne,FL,33149,1295000,2,2,1782,1971,160,727,Active,A10532528
MLS Listing,,,Key Biscayne,FL,33149,1295000,2,2,1850,1978,259,700,Active,A10477320
MLS Listing,,480 NE 31st St #904,Miami,FL,33137,1295000,2,3,1301,2019,6,995,Active,A10612087
MLS Listing,,205 W Enid Dr,Key Biscayne,FL,33149,1295000,3,2.5,1606,1950,21,806,Active,A10603058
MLS Listing,,2127 Brickell Ave #1402,Miami,FL,33129,1299000,2,4,2320,1993,31,560,Active,A10597548
MLS Listing,,600 Grapetree Dr Unit 7BS,Key Biscayne,FL,33149,1299000,3,3,2800,1974,183,464,Active,A10520304
MLS Listing,,600 Grapetree Dr Unit 3DN,Key Biscayne,FL,33149,1299000,3,2,1987,1974,202,654,Active,A10509074
MLS Listing,,950 NE 75th St,Miami,FL,33138,1299000,3,3.5,2375,1948,1,547,Active,A10616338
MLS Listing,,520 Brickell Key Dr Ph 03,Miami,FL,33131,1299000,3,3.5,3065,1982,7,424,Active,A10612734
MLS Listing,,237 SW 20th Rd,Miami,FL,33129,1299900,5,3,3579,1919,60,363,Active,A10586104
MLS Listing,,3025 N Bay Rd,Miami Beach,FL,33140,1300000,3,2,2031,1928,12,640,Active,A10610586
PAST SALE,2018,225 Collins Ave Unit 8K/8L,Miami Beach,FL,33139,1300000,3,2.5,1674,2004,242,777,Sold,A10336291
MLS Listing,,43 SW 18th Rd,Miami,FL,33129,1300000,5,4,2656,1925,31,489,Active,A10598633
MLS Listing,,480 NE 31 #1203,Miami,FL,33137,1310000,2,3,1301,2019,1,1007,Active,A10615287
MLS Listing,,4779 Collins Ave #3408,Miami Beach,FL,33140,1320000,2,2,1490,2000,4,886,Active,A10615597
MLS Listing,,794 Curtiswood Dr,Key Biscayne,FL,33149,1325000,3,1,1215,1951,18,1091,Active,A10607050
MLS Listing,,245 Glenridge Rd,Key Biscayne,FL,33149,1325000,3,2,1669,1953,41,794,Active,A10592657
MLS Listing,,526 Madeira Ave,Coral Gables,FL,33134,1325000,3,3.5,3700,1998,1,,Active,A10614957
MLS Listing,,2000 S Bayshore Dr #62,Miami,FL,33133,1325000,4,4,3725,1981,15,356,Active,A10607058
MLS Listing,,2645 S Bayshore Dr #1001,Miami,FL,33133,1340000,2,2.5,1910,1996,19,702,Active,A10604582
PAST SALE,2016,498 SW 29th Rd,Miami,FL,33129,1341000,4,3.5,3459,2014,984,388,Sold,A10032025
PAST SALE,2018,1111 Crandon Blvd Unit A1001,Key Biscayne,FL,33149,1347500,2,2,1782,1972,383,756,Sold,A10337822
MLS Listing,,5757 Collins Ave #1205,Miami Beach,FL,33140,1349000,3,2.5,1980,1991,4,681,Active,A10615389
PAST SALE,2016,1111 Crandon Blvd Unit B101,Key Biscayne,FL,33149,1350000,2,2,1782,1972,1061,758,Sold,A2203528
PAST SALE,2017,2127 Brickell Ave #2305,Miami,FL,33129,1350000,3,3,2310,1993,742,584,Sold,A10187113
MLS Listing,,650 Ocean Dr Unit 9C,Key Biscayne,FL,33149,1350000,3,3,2162,1983,146,624,Active,A10540755
MLS Listing,,1925 Brickell Ave Unit D508,Miami,FL,33129,1350000,4,3.5,3129,1975,20,431,Active,A10601903
PAST SALE,2018,400 Madeira Ave,Coral Gables,FL,33134,1350000,4,4.5,3010,2013,112,449,Sold,A10469005
PAST SALE,2017,310 Redwood Ln,Key Biscayne,FL,33149,1375000,3,2,1698,1954,502,810,Sold,A10236491
PAST SALE,2018,1510 SW 4 Ave #1,Miami,FL,33129,1375000,4,4,3858,2018,145,356,Sold,A10478697
MLS Listing,,1010 Brickell Ave #3601,Miami,FL,33131,1385000,3,3,2148,2017,5,645,Active,A10614355
MLS Listing,,6155 La Gorce Dr,Miami Beach,FL,33140,1385000,4,4,2849,1934,1,486,Active,A10614553
MLS Listing,,1111 Crandon Blvd Unit B208,Key Biscayne,FL,33149,1388803,2,2,1782,1972,166,779,Active,A10529985
MLS Listing,,5925 NE 6th Ct,Miami,FL,33137,1389000,4,3.5,2561,1923,17,542,Active,A10606330
MLS Listing,,251 Crandon #608,Key Biscayne,FL,33149,1390000,3,3,2220,1979,183,626,Active,A10519993
MLS Listing,,1644 S Miami Ave,Miami,FL,33129,1390000,6,7.5,5500,2019,55,253,Active,A10588181
PAST SALE,2018,201 Crandon Blvd #508,Key Biscayne,FL,33149,1392500,2,2.5,1975,1978,190,705,Sold,A10372238
MLS Listing,,544 Warren,Key Biscayne,FL,33149,1395000,3,2,2230,1955,187,626,Active,A10518669
MLS Listing,,737 Ridgewood Rd,Key Biscayne,FL,33149,1395000,4,2,1974,1951,187,707,Active,A10518828
MLS Listing,,2900 NE 7th Ave #1502,Miami,FL,33137,1399000,3,4,1898,2017,13,737,Active,A10609081
MLS Listing,,900 Biscayne Blvd #4106,Miami,FL,33132,1399000,3,4,2145,2008,14,652,Active,A10608915
MLS Listing,,1375 Daytonia Rd,Miami Beach,FL,33141,1399000,3,2.5,2457,1953,4,569,Active,A10615076
MLS Listing,,434 SW 24th Rd,Miami,FL,33129,1399000,6,6,3714,1941,31,377,Active,A10598234
MLS Listing,,1625 S Miami Ave,Miami,FL,33129,1399777,6,8.5,5500,2019,74,255,Active,A10578249
PAST SALE,2018,1121 Crandon Blvd Unit F402,Key Biscayne,FL,33149,1400000,3,3,2402,1971,188,583,Sold,A10427748
PAST SALE,2017,2900 NE 7 Ave #4007,Miami,FL,33137,1400000,3,4,2103,2016,412,666,Sold,A10318830
PAST SALE,2017,1040 Biscayne Blvd #4207,Miami,FL,33132,1400000,3,3,2581,2007,663,542,Sold,A10175444
PAST SALE,2018,110 3rd Rivo Alto Ter,Miami Beach,FL,33139,1400000,3,2,1934,1947,267,724,Sold,A10412562
MLS Listing,,120 SW 24th Rd,Miami,FL,33129,1400000,4,3,2044,1940,272,685,Active,A10470255
PAST SALE,2018,560 Warren Ln,Key Biscayne,FL,33149,1400000,4,3,2226,1950,372,629,Sold,A10251591
PAST SALE,2018,482 Glenridge Rd,Key Biscayne,FL,33149,1400000,4,2,2000,1951,235,700,Sold,A10418945
MLS Listing,,881 Ocean Dr Unit 10C,Key Biscayne,FL,33149,1425000,2,2,1875,1971,176,760,Active,A10522843
PAST SALE,2018,92 W Mashta Dr,Key Biscayne,FL,33149,1425000,3,3,2555,1950,355,558,Sold,A10342806
PAST SALE,2017,721 Crandon Blvd #207,Key Biscayne,FL,33149,1430000,3,3,2174,2002,615,658,Sold,A10262408
PAST SALE,2016,4401 Collins Ave #3212,Miami Beach,FL,33140,1450000,1,2,1002,2005,1048,1447,Sold,A10063736
MLS Listing,,2127 Brickell Ave #1702,Miami,FL,33129,1450000,3,3.5,2320,1993,294,625,Active,A10456873
PAST SALE,2017,1111 Crandon Blvd Unit C1202,Key Biscayne,FL,33149,1450000,3,3.5,2896,1972,754,501,Sold,A10163268
PAST SALE,2018,521 SW 28th Rd,Miami,FL,33129,1450000,4,3.5,3862,1938,223,375,Sold,A10406110
MLS Listing,,7835 Noremac Ave,Miami Beach,FL,33141,1450000,4,2,2759,1945,1,526,Active,A10605159
MLS Listing,,2000 S Bayshore Dr #43,Miami,FL,33133,1459000,3,3.5,3638,1981,8,401,Active,A10606107
MLS Listing,,2301 SW 4th Ave,Miami,FL,33129,1470000,6,5,3743,1940,25,393,Active,A10599620
MLS Listing,,1643 Brickell Ave #906,Miami,FL,33129,1475000,3,2.5,2100,1997,276,702,Active,A10451067
PAST SALE,2018,201 Crandon Blvd #161,Key Biscayne,FL,33149,1475000,3,4,2604,1978,260,566,Sold,A10406588
MLS Listing,,480 NE 31st St #3007,Miami,FL,33137,1475000,3,2.5,1985,2019,17,743,Active,A10607445
PAST SALE,2016,400 Alton Rd #910,Miami Beach,FL,33139,1480000,2,2.5,1548,2003,986,956,Sold,A10055082
PAST SALE,2018,445 Grand Bay Dr #414,Key Biscayne,FL,33149,1490000,2,2,1720,1996,377,866,Sold,A10177309
MLS Listing,,155 Ocean Lane Dr #501,Key Biscayne,FL,33149,1490000,3,3,1930,1973,273,772,Active,A10470370
MLS Listing,,4565 Adams Ave,Miami Beach,FL,33140,1495000,4,3,2870,1949,9,521,Active,A10611685
MLS Listing,,3155 S Miami Ave,Miami,FL,33129,1495000,5,4.5,4042,1951,201,370,Active,A10510125
PAST SALE,2016,,Key Biscayne,FL,33149,1499000,2,2,1875,1971,1027,799,Sold,A10059852
MLS Listing,,471 SW 30th Rd,Miami,FL,33129,1499000,4,4,3462,2015,102,433,Active,A10564436
MLS Listing,,65 SW 19th Rd,Miami,FL,33129,1499000,4,2.5,3022,1968,102,496,Active,A10564371
MLS Listing,,1865 Brickell Ave Unit TH-2,Miami,FL,33129,1500000,2,2.5,1837,1975,322,817,Active,A10441531
PAST SALE,2017,881 Ocean Dr Unit 4C,Key Biscayne,FL,33149,1500000,2,2,1875,1971,642,800,Sold,A10213789
PAST SALE,2018,615 Ocean Dr Unit 3B,Key Biscayne,FL,33149,1500000,3,3,1772,1969,235,847,Sold,A10380967
PAST SALE,2016,881 Ocean Dr Unit 23F,Key Biscayne,FL,33149,1500000,3,2,1875,1971,957,800,Sold,A10063989
MLS Listing,,650 NE 32 St #1601,Miami,FL,33137,1500000,3,3.5,1646,2018,7,911,Active,A10611727
MLS Listing,,801 S Miami #4201,Miami,FL,33131,1500000,3,4,1774,2017,1,846,Active,A10616565
PAST SALE,2018,140 SW 19 Rd,Miami,FL,33129,1500000,4,3.5,3322,2015,173,452,Sold,A10475473
PAST SALE,2018,429 SW 23rd Rd,Miami,FL,33129,1502500,5,5,3686,2017,201,408,Sold,A10321005
MLS Listing,,270 Fernwood Rd,Key Biscayne,FL,33149,1520000,3,3.5,2102,2004,126,723,Active,A10552024
PAST SALE,2018,544 Satinwood Dr,Key Biscayne,FL,33149,1520000,3,1,1120,1950,249,1357,Sold,A10468865
MLS Listing,,881 Ocean Dr Ph 27E,Key Biscayne,FL,33149,1524793,2,2,1875,1971,96,813,Active,A10557037
MLS Listing,,1010 Brickell Ave #4701,Miami,FL,33131,1525000,3,3,2181,2017,7,699,Active,A10610062
MLS Listing,,647 Zamora Ave,Coral Gables,FL,33134,1525000,4,3.5,2893,1993,1,527,Active,A10616245
MLS Listing,,2645 S Bayshore Dr #1602,Miami,FL,33133,1549000,2,2.5,1910,1996,11,811,Active,A10610078
MLS Listing,,1865 Brickell Ave Unit THI,Miami,FL,33129,1550000,2,2.5,2123,1975,60,730,Active,A10585650
PAST SALE,2017,3737 Collins Ave Unit S-703,Miami Beach,FL,33140,1550000,2,2.5,1621,2008,742,956,Sold,A10129343
MLS Listing,,1901 Brickell Ave Unit BPHI,Miami,FL,33129,1550000,3,3,3200,1975,881,484,Active,A10147619
MLS Listing,,371 W Heather Dr,Key Biscayne,FL,33149,1550000,3,2.5,2514,1960,195,617,Active,A10513795
MLS Listing,,1012 Stillwater Dr,Miami Beach,FL,33141,1550000,3,2,1219,1948,1,1272,Active,A10616020
MLS Listing,,462 Hampton Ln,Key Biscayne,FL,33149,1550000,4,2,1408,1951,90,1101,Active,A10571192
MLS Listing,,129 E Enid Dr #16,Key Biscayne,FL,33149,1569000,4,4,1964,1980,8,799,Active,A10612051
MLS Listing,,199 Ocean Lane Dr #701,Key Biscayne,FL,33149,1570000,3,2.5,1930,1974,112,813,Active,A10556656
PAST SALE,2017,249 SW 20 Rd,Miami,FL,33129,1575000,6,5.5,4042,2016,622,390,Sold,A10240248
MLS Listing,,3 Grove Isle Dr Unit C601,Miami,FL,33133,1589000,3,2.5,2614,1981,12,608,Active,A10608122
MLS Listing,,881 Ocean Dr Unit 10E,Key Biscayne,FL,33149,1590000,2,2,1875,1971,106,848,Active,A10560755
MLS Listing,,2127 Brickell Ave #1901,Miami,FL,33129,1590000,3,4,2600,1993,327,612,Active,A10439060
MLS Listing,,3075 N Bay Rd,Miami Beach,FL,33140,1590000,3,3,1750,1951,7,909,Active,A10613065
MLS Listing,,1643 Brickell Ave #2306,Miami,FL,33129,1595000,2,2.5,2100,1997,147,760,Active,A10539596
MLS Listing,,789 Crandon Blvd #305,Key Biscayne,FL,33149,1595000,2,2.5,2100,1998,6,760,Active,A10614181
MLS Listing,,300 Caribbean Rd,Key Biscayne,FL,33149,1599000,3,3,2103,1952,141,760,Active,A10543317
MLS Listing,,272 Fernwood Rd,Key Biscayne,FL,33149,1599000,3,3.5,2102,2004,203,761,Active,A10509293
MLS Listing,,3131 NE 7th #2801,Miami,FL,33137,1599000,3,3.5,1873,2018,4,854,Active,A10614041
MLS Listing,,901 Stillwater Dr,Miami Beach,FL,33141,1599000,3,3,2900,1949,11,551,Active,A10610239
MLS Listing,,5500 Pine Tree Dr,Miami Beach,FL,33140,1599000,3,2.5,2546,1950,12,628,Active,A10610218
MLS Listing,,2999 SW 4th Ave,Miami,FL,33129,1599000,4,3.5,3193,2009,25,501,Active,A10602063
MLS Listing,,1865 Brickell Ave Unit THXII,Miami,FL,33129,1600000,2,2.5,1839,1975,145,870,Active,A10537739
MLS Listing,,1643 Brickell Ave #1204,Miami,FL,33129,1600000,2,3.5,2580,1997,243,620,Active,A10458658
MLS Listing,,609 Ocean Dr Unit 8G,Key Biscayne,FL,33149,1600000,2,2,1496,1969,67,1070,Active,A10573061
PAST SALE,2018,605 Ocean Dr Unit 10 L,Key Biscayne,FL,33149,1600000,3,3,1772,1969,271,,Sold,A10425034
PAST SALE,2017,201 Crandon Blvd #800,Key Biscayne,FL,33149,1600000,3,3,2169,1978,715,738,Sold,A10146651
PAST SALE,2017,747 Crandon Blvd #409,Key Biscayne,FL,33149,1610000,3,3,2470,1998,487,652,Sold,A10282734
MLS Listing,,290 Fernwood Rd #290,Key Biscayne,FL,33149,1623888,3,2.5,2050,2008,284,792,Active,A10460802
PAST SALE,2016,1581 Brickell Ave #401,Miami,FL,33129,1630000,3,5,3060,1982,1035,533,Sold,A2155493
MLS Listing,,3054 S Miami Ave,Miami,FL,33129,1639000,3,3.5,2521,1948,180,650,Active,A10521472
PAST SALE,2017,1111 Crandon Blvd Unit C605,Key Biscayne,FL,33149,1640000,3,3,2208,1972,750,743,Sold,A10051873
PAST SALE,2018,775 Curtiswood Dr,Key Biscayne,FL,33149,1645000,5,5,2851,1951,239,577,Sold,A10428474
MLS Listing,,445 Grand Bay Dr #216,Key Biscayne,FL,33149,1649000,2,2.5,1760,1996,309,937,Active,A10447503
MLS Listing,,727 Crandon Blvd #301,Key Biscayne,FL,33149,1649000,3,3,2667,2002,98,618,Active,A10566314
MLS Listing,,765 Crandon Blvd #210,Key Biscayne,FL,33149,1649000,3,3,2602,2002,187,634,Active,A10517842
MLS Listing,,244 Biscayne Blvd Ph 4908,Miami,FL,33132,1649000,3,3.5,2795,2008,9,590,Active,A10611491
MLS Listing,,401 SW 23 Rd,Miami,FL,33129,1649000,5,6,3625,1940,306,455,Active,A10444847
MLS Listing,,445 Grand Bay Dr #215,Key Biscayne,FL,33149,1650000,2,2,1760,1996,195,938,Active,A10513601
MLS Listing,,6899 Collins Ave #1601,Miami Beach,FL,33141,1650000,2,2.5,1565,2008,1,1054,Active,A10617186
MLS Listing,,900 Brickell Key Blvd #2902,Miami,FL,33131,1650000,2,2.5,1572,2008,4,1050,Active,A10615261
MLS Listing,,,Key Biscayne,FL,33149,1650000,3,3,2460,1998,13,671,Active,A10606048
PAST SALE,2018,747 Crandon Blvd #509,Key Biscayne,FL,33149,1650000,3,3,2470,1998,230,668,Sold,A10342189
MLS Listing,,311 Ridgewood Rd,Coral Gables,FL,33133,1650000,3,2.5,2702,1979,14,611,Active,A10608901
MLS Listing,,4430 Alton Rd,Miami Beach,FL,33140,1650000,4,3.5,3581,1929,8,461,Active,A10612294
PAST SALE,2017,1217 Granada Blvd,Coral Gables,FL,33134,1650000,5,5,5172,1929,699,319,Sold,A10167078
MLS Listing,,2725 Brickell Ct,Miami,FL,33129,1665000,5,5.5,3315,2003,118,502,Active,A10553157
MLS Listing,,765 Crandon Blvd #606,Key Biscayne,FL,33149,1669000,3,3,2477,2002,83,674,Active,A10573904
MLS Listing,,201 Crandon Blvd #1000,Key Biscayne,FL,33149,1675000,3,3,2169,1978,271,772,Active,A10471389
PAST SALE,2017,600 Grapetree Dr Unit 9CN,Miami,FL,33149,1690000,3,3,2366,1974,456,714,Sold,A10338104
MLS Listing,,881 Ocean Dr Unit 18F,Key Biscayne,FL,33149,1695000,2,2,1875,1971,60,904,Active,A10586593
MLS Listing,,,Key Biscayne,FL,33149,1695000,3,3,1962,1969,68,864,Active,A10582379
MLS Listing,,721 Crandon Blvd #408,Key Biscayne,FL,33149,1697000,3,3,2683,2002,39,633,Active,A10588249
MLS Listing,,1319 Castile Ave,Coral Gables,FL,33134,1697000,5,5.5,2713,1923,18,626,Active,A10606877
MLS Listing,,100 Lincoln Rd #1548,Miami Beach,FL,33139,1699000,2,2,1190,1965,11,1428,Active,A10610622
MLS Listing,,605 Ocean Dr Unit 10M,Key Biscayne,FL,33149,1699000,3,3,1772,1969,119,959,Active,A10555959
PAST SALE,2016,442 Fernwood Rd,Key Biscayne,FL,33149,1699000,4,3,2088,2001,987,814,Sold,A10049813
MLS Listing,,765 Crandon Blvd #604,Key Biscayne,FL,33149,1700000,3,3,2602,2002,6,653,Active,A10613994
PAST SALE,2017,151 Crandon Blvd #408,Key Biscayne,FL,33149,1700000,3,3,2211,1980,678,769,Sold,A10181548
PAST SALE,2018,711 Crandon Blvd #202,Key Biscayne,FL,33149,1710000,4,3,2242,1997,237,763,Sold,A10315621
MLS Listing,,125 Woodcrest Ln,Key Biscayne,FL,33149,1720000,3,2.5,1841,1953,6,934,Active,A10614127
PAST SALE,2016,731 Crandon Blvd #308,Key Biscayne,FL,33149,1720000,3,3.5,2470,1996,942,696,Sold,A10041252
MLS Listing,,735 Crandon Blvd #404,Key Biscayne,FL,33149,1749000,3,4,2790,1996,25,627,Active,A10603184
MLS Listing,,2951 SW 5th Ave,Miami,FL,33129,1749700,5,4.5,3441,2016,10,508,Active,A10609451
MLS Listing,,1643 Brickell Ave #1405,Miami,FL,33129,1750000,2,2.5,2580,1997,109,678,Active,A10555918
MLS Listing,,1643 Brickell Ave #1704,Miami,FL,33129,1750000,2,3.5,2580,1997,158,678,Active,A10532841
MLS Listing,,1643 Brickell Ave #1504,Miami,FL,33129,1750000,2,3.5,2580,1997,242,678,Active,A10482028
PAST SALE,2016,201 Crandon Blvd #1038,Key Biscayne,FL,33149,1750000,2,2,1880,1978,1041,931,Sold,A2127122
MLS Listing,,785 Crandon Blvd #404,Key Biscayne,FL,33149,1750000,3,4.5,2500,1998,238,700,Active,A10489029
MLS Listing,,765 Crandon Blvd #203,Key Biscayne,FL,33149,1750000,3,3,2632,2002,285,665,Active,A10463475
PAST SALE,2016,101 Sunrise Dr #203,Key Biscayne,FL,33149,1750000,3,3.5,1848,2015,1033,947,Sold,A10005366
MLS Listing,,1581 Brickell Ave Ph 106,Miami,FL,33129,1750000,4,5,4162,1982,385,420,Active,A10405424
MLS Listing,,727 Crandon Blvd Ph 1,Key Biscayne,FL,33149,1750000,4,3,2667,2002,1,656,Active,A10612192
MLS Listing,,548 Fernwood Rd,Key Biscayne,FL,33149,1750000,4,3.5,2448,2012,251,715,Active,A10482024
MLS Listing,,544 Fernwood Rd,Key Biscayne,FL,33149,1750000,4,3,2605,2012,251,672,Active,A10481945
MLS Listing,,4580 Post Ave,Miami Beach,FL,33140,1750000,4,2,2835,1938,1,617,Active,F10161973
MLS Listing,,580 W 49th St,Miami Beach,FL,33140,1759000,4,3,2272,1938,6,774,Active,A10614061
PAST SALE,2017,271 Buttonwood Dr,Key Biscayne,FL,33149,1763000,5,3,2760,1961,502,639,Sold,A10151035
MLS Listing,,2127 Brickell Ave #1103,Miami,FL,33129,1765000,2,3.5,2700,1993,172,654,Active,A10526091
MLS Listing,,480 NE 31 St #2101,Miami,FL,33137,1775000,4,4.5,2992,2018,6,593,Active,A10613627
PAST SALE,2016,600 Grapetree Dr Unit 7AS,Key Biscayne,FL,33149,1780000,3,3,2052,1974,1016,867,Sold,A2210582
PAST SALE,2017,850 E Dilido Dr,Miami Beach,FL,33139,1785000,4,3.5,2862,1942,566,624,Sold,A10289550
MLS Listing,,2127 Brickell Ave #2104,Miami,FL,33129,1790000,2,2.5,2070,1993,32,865,Active,A10597560
MLS Listing,,901 Brickell Key Blvd #3404,Miami,FL,33131,1790000,3,3.5,2591,2005,7,691,Active,A10612762
MLS Listing,,301 Hampton Ln,Key Biscayne,FL,33149,1790000,4,3,2068,1953,99,866,Active,A10562978
MLS Listing,,401 Ridgewood Rd,Key Biscayne,FL,33149,1790000,5,5.5,4355,2018,113,411,Active,A10558098
MLS Listing,,16 Island Ave Unit 6B,Miami Beach,FL,33139,1795000,2,2.5,1761,1958,4,1019,Active,A10610246
MLS Listing,,400 Alton Rd #601,Miami Beach,FL,33139,1795000,2,2.5,2003,2003,11,896,Active,A10610735
MLS Listing,,690 S Shore Dr,Miami Beach,FL,33141,1795000,3,3.5,1954,1950,8,919,Active,A10612090
MLS Listing,,875 W 46,Miami Beach,FL,33140,1795000,5,4,3124,1937,6,575,Active,A10613588
MLS Listing,,365 W Enid Dr,Key Biscayne,FL,33149,1799000,4,3,1867,1951,39,964,Active,A10593589
MLS Listing,,3554 Palmetto Ave,Coconut Grove,FL,33133,1799000,4,3,3906,1925,1,461,Active,A10617231
MLS Listing,,,Miami Beach,FL,33141,1799000,4,3,2115,1953,1,851,Active,A10616599
MLS Listing,,131 Shore Dr,Miami,FL,33133,1799000,5,5.5,3899,1956,20,461,Active,A10605264
MLS Listing,,2020 N Bayshore Dr #2702,Miami,FL,33137,1799999,3,3.5,2353,2010,5,765,Active,A10614509
MLS Listing,,1643 Brickell Ave #2205,Miami,FL,33129,1800000,2,3.5,2580,1997,5,698,Active,A10610783
